RNUM,NATION_NM,ISIN,KOR_SECN_NM,SUM_FRSEC_BUY_AMT,SUM_FRSEC_SELL_AMT,SUM_FRSEC_TOT_AMT,SUM_FRSEC_NET_BUY_AMT,month
1,미국,US88160R1014,TESLA INC,1305283072,1023676591,2328959663,281606480,2023-01
2,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,1096989466,945050833,2042040299,151938633,2023-01
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,946435805,1084589541,2031025345,-138153736,2023-01
4,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,846228961,750251614,1596480575,95977347,2023-01
5,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,772223549,883111405,1655334954,-110887856,2023-01
6,미국,US0378331005,APPLE INC,247860015,161116316,408976330,86743699,2023-01
7,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,178194199,173455166,351649364,4739033,2023-01
8,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,140048646,106385180,246433826,33663466,2023-01
9,미국,US67066G1040,NVIDIA CORP,138194688,135231721,273426409,2962968,2023-01
10,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,99018217,89644138,188662355,9374078,2023-01
11,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,94954071,34016893,128970964,60937178,2023-01
12,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,88595721,81236479,169832200,7359242,2023-01
13,미국,US5949181045,MICROSOFT CORP,86661362,63406727,150068090,23254635,2023-01
14,미국,US0231351067,AMAZON.COM INC,79840561,75476617,155317178,4363944,2023-01
15,미국,US4642872422,ISHARES IBOXX USD INVESTMENT GRADE CORPORATE BOND ETF,77830286,1373120,79203406,76457167,2023-01
16,미국,US0758961009,BED BATH & BEYOND INC,77277292,66752759,144030051,10524533,2023-01
17,미국,US02079K3059,ALPHABET INC CL A,73059465,110548224,183607689,-37488760,2023-01
18,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,70210017,67340546,137550563,2869472,2023-01
19,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,56024357,49397845,105422202,6626513,2023-01
20,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,54822705,15721229,70543934,39101476,2023-01
21,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,53543438,62574256,116117694,-9030818,2023-01
22,미국,US92189H3003,VANECK JP MORGAN EM LOCAL CURRENCY BOND ETF,50945698,11186588,62132286,39759110,2023-01
23,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,49188864,60983748,110172612,-11794884,2023-01
24,미국,US00180N1019,AMTD DIGITAL INC SPON ADS EACH REP 0.4 ORD SHS,48741981,37448195,86190176,11293787,2023-01
25,미국,US4642885135,ISHARES IBOXX USD HIGH YIELD CORPORATE BOND ETF,48422900,1214214,49637114,47208686,2023-01
26,미국,US4642882579,ISHARES MSCI ACWI ETF,47710710,3333572,51044282,44377138,2023-01
27,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,45029973,32813331,77843305,12216642,2023-01
28,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,44176392,53726281,97902673,-9549888,2023-01
29,미국,US25460E5217,DIREXION DAILY FTSE CHINA BEAR 3X SHS ETF SPLR 005718961 US25490K8365,43338074,36474385,79812459,6863689,2023-01
30,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,42380000,38726722,81106722,3653278,2023-01
31,미국,US46641Q8371,JP MORGAN ULTRA SHORT INCOME ETF,40248588,1147839,41396426,39100749,2023-01
32,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,39089260,37846405,76935666,1242855,2023-01
33,미국,US0079031078,ADVANCED MICRO DEVICES INC,35631114,27230945,62862059,8400169,2023-01
34,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),35019452,33133612,68153064,1885839,2023-01
35,미국,US4642882819,ISHARES JP MORGAN USD EMERGING MARKETS BOND ETF,34896503,424207,35320710,34472296,2023-01
36,미국,US25460G1958,DIREXION DAILY FTSE CHINA BULL 3X SHARES,33755984,23133839,56889823,10622145,2023-01
37,미국,US62526P1093,MULLEN AUTOMOTIVE INC,33483036,32983263,66466299,499773,2023-01
38,미국,US74347G6483,PROSHARES ULTRAPRO SHORT DOW 30 ETF SPLR 008181636 US74347G3092,33449767,36821417,70271184,-3371651,2023-01
39,미국,US5494981039,LUCID GROUP INC,32661449,28822811,61484259,3838638,2023-01
40,미국,US25460G7161,DIREXION DAILY SP BIOTECH BEAR 3X SHS ETF,31714837,29193569,60908405,2521268,2023-01
41,홍콩,KYG017191142,ALIBABA GROUP HOLDING LTD,30768144,29271901,60040045,1496243,2023-01
42,미국,US78462F1030,SPDR SP 500 ETF TRUST,30295894,73179234,103475127,-42883340,2023-01
43,미국,US19260Q1076,COINBASE GLOBAL INC,28618260,30095429,58713689,-1477168,2023-01
44,미국,US4581401001,INTEL CORP,26722594,13961363,40683958,12761231,2023-01
45,미국,SGXZ34583559,GENIUS GROUP LTD,25553502,24546747,50100250,1006755,2023-01
46,미국,US22266T1097,COUPANG INC,25467951,19319324,44787275,6148627,2023-01
47,미국,US46222L1089,IONQ INC,25282951,20519169,45802120,4763782,2023-01
48,미국,US91332U1016,UNITY SOFTWARE INC,24778758,22964996,47743754,1813761,2023-01
49,미국,US8085247976,SCHWAB US DIVIDEND EQUITY ETF,24505870,9839376,34345246,14666495,2023-01
50,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,23932487,22636500,46568988,1295987,2023-01
1,미국,US88160R1014,TESLA INC,1639641297,1823180760,3462822057,-183539464,2023-02
2,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,949131188,913700776,1862831964,35430412,2023-02
3,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,942810096,976037688,1918847784,-33227592,2023-02
4,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,865622812,787557613,1653180425,78065198,2023-02
5,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,812659146,861684869,1674344015,-49025724,2023-02
6,미국,US02079K3059,ALPHABET INC CL A,323275071,188819762,512094832,134455309,2023-02
7,미국,US67066G1040,NVIDIA CORP,304938358,470132886,775071243,-165194528,2023-02
8,미국,US5949181045,MICROSOFT CORP,247296005,124692511,371988516,122603495,2023-02
9,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,208641922,179916771,388558692,28725151,2023-02
10,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,204071256,201529342,405600598,2541913,2023-02
11,미국,US0378331005,APPLE INC,162571335,289882325,452453661,-127310990,2023-02
12,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,162500221,78667155,241167376,83833067,2023-02
13,미국,US5494981039,LUCID GROUP INC,148589288,128188997,276778285,20400290,2023-02
14,미국,US0231351067,AMAZON.COM INC,132676360,99170272,231846631,33506088,2023-02
15,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,122175680,110425547,232601227,11750133,2023-02
16,미국,US4642872422,ISHARES IBOXX USD INVESTMENT GRADE CORPORATE BOND ETF,116983258,137744901,254728159,-20761643,2023-02
17,미국,US0758961009,BED BATH & BEYOND INC,111963417,80545370,192508787,31418047,2023-02
18,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,91499929,27105394,118605322,64394535,2023-02
19,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,81903516,87557924,169461440,-5654408,2023-02
20,미국,US0079031078,ADVANCED MICRO DEVICES INC,75982826,88464866,164447692,-12482040,2023-02
21,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,72964143,72499539,145463682,464604,2023-02
22,미국,US19260Q1076,COINBASE GLOBAL INC,69414240,69270019,138684259,144221,2023-02
23,미국,US91332U1016,UNITY SOFTWARE INC,66439008,58064282,124503290,8374727,2023-02
24,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,65985105,59571969,125557074,6413136,2023-02
25,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,64982761,54189471,119172232,10793291,2023-02
26,미국,US4581401001,INTEL CORP,64650641,43380251,108030892,21270391,2023-02
27,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,62761151,70456227,133217378,-7695076,2023-02
28,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,57282093,37104523,94386616,20177570,2023-02
29,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,56102376,54035665,110138041,2066711,2023-02
30,미국,US30303M1027,META PLATFORMS INC CL A,54471138,87616627,142087765,-33145489,2023-02
31,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,48376395,29617586,77993981,18758808,2023-02
32,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,46158033,59735113,105893146,-13577079,2023-02
33,미국,US46222L1089,IONQ INC,45698422,42924370,88622792,2774052,2023-02
34,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,43575969,25432899,69008868,18143070,2023-02
35,미국,US22266T1097,COUPANG INC,42499260,21144402,63643662,21354858,2023-02
36,미국,US12468P1049,C3.AI INC,41949858,33791742,75741600,8158117,2023-02
37,미국,US1468691027,CARVANA CO,41783387,38631992,80415379,3151394,2023-02
38,미국,US13803R1023,CANOO INC EXOF 007801300 US42589C2035,38798091,21781988,60580079,17016102,2023-02
39,미국,US8361001071,SOUNDHOUND AI INC CL A,38507783,31938622,70446405,6569161,2023-02
40,미국,US8085247976,SCHWAB US DIVIDEND EQUITY ETF,37526347,10433834,47960182,27092513,2023-02
41,미국,US12430A1025,BUZZFEED INC CL A,37090883,31910448,69001331,5180435,2023-02
42,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,35900381,30838617,66738998,5061764,2023-02
43,홍콩,KYG017191142,ALIBABA GROUP HOLDING LTD,33584298,18616335,52200634,14967963,2023-02
44,미국,US0636795595,BOM MICROSECTORS FANG INN 3X LEV ETN,33092045,44396356,77488401,-11304312,2023-02
45,미국,US4642885135,ISHARES IBOXX USD HIGH YIELD CORPORATE BOND ETF,32959252,23604599,56563852,9354653,2023-02
46,미국,US4642882579,ISHARES MSCI ACWI ETF,32852289,44491118,77343407,-11638829,2023-02
47,미국,US25460G1958,DIREXION DAILY FTSE CHINA BULL 3X SHARES,31973541,22044966,54018507,9928575,2023-02
48,미국,US78462F1030,SPDR SP 500 ETF TRUST,31353540,39852131,71205671,-8498591,2023-02
49,미국,US25460G2600,DIREXION DAILY TSLA BEAR 1X SHARES,31261971,26446664,57708635,4815306,2023-02
50,미국,US74347G7390,PROSHARES ULTRASHORT QQQ ETF SPLR 007843003 US74347B2438,30158942,17815344,47974285,12343598,2023-02
1,미국,US88160R1014,TESLA INC,1340793332,1253619069,2594412402,87174263,2023-03
2,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,1044323110,1037061429,2081384539,7261680,2023-03
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,1005623289,1029966560,2035589849,-24343271,2023-03
4,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,858076129,926780944,1784857073,-68704814,2023-03
5,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,797595977,876032115,1673628092,-78436138,2023-03
6,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,390138718,253067258,643205976,137071459,2023-03
7,미국,US33616C1009,FIRST REPUBLIC BANK,361121965,259596258,620718222,101525707,2023-03
8,미국,US67066G1040,NVIDIA CORP,313442252,513766656,827208908,-200324404,2023-03
9,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,225360479,202681920,428042399,22678559,2023-03
10,미국,US5949181045,MICROSOFT CORP,221807992,190149739,411957730,31658253,2023-03
11,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,157751948,77855220,235607168,79896728,2023-03
12,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,154046327,129725550,283771877,24320776,2023-03
13,미국,US0378331005,APPLE INC,146067936,285647516,431715452,-139579580,2023-03
14,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,131760110,130756171,262516282,1003939,2023-03
15,미국,US02079K3059,ALPHABET INC CL A,130875604,219249846,350125449,-88374242,2023-03
16,미국,US0636798235,BMO MICROSECTORS US BIG BANKS INDEX 3X LEVERAGED ETN,124174486,66669986,190844472,57504500,2023-03
17,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,113837343,63951444,177788788,49885899,2023-03
18,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,91351547,79792142,171143689,11559405,2023-03
19,미국,US46138G6492,INVESCO NASDAQ 100 ETF,87950434,81087002,169037436,6863432,2023-03
20,미국,US8085247976,SCHWAB US DIVIDEND EQUITY ETF,85268488,36253971,121522458,49014517,2023-03
21,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,85153700,40857485,126011186,44296215,2023-03
22,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,83397130,51736652,135133782,31660478,2023-03
23,미국,US6952631033,PACWEST BANCORP,80221843,64835382,145057225,15386461,2023-03
24,미국,US0079031078,ADVANCED MICRO DEVICES INC,76995526,92348987,169344513,-15353461,2023-03
25,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,75839906,88306896,164146803,-12466990,2023-03
26,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,75812094,49541702,125353796,26270391,2023-03
27,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,73928337,70794408,144722746,3133929,2023-03
28,미국,US19260Q1076,COINBASE GLOBAL INC,69159655,71283861,140443515,-2124206,2023-03
29,미국,US0605051046,BANK OF AMERICA CORP,62603117,35328378,97931495,27274738,2023-03
30,미국,US46144X8424,AXS 1.25X NVDA BEAR DAILY ETF,59203361,56568326,115771687,2635034,2023-03
31,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,58823634,62844322,121667956,-4020687,2023-03
32,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,57574977,67061853,124636830,-9486877,2023-03
33,미국,US0231351067,AMAZON.COM INC,56037336,75000122,131037459,-18962786,2023-03
34,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,52318840,53456907,105775747,-1138068,2023-03
35,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,51080604,44331062,95411667,6749542,2023-03
36,미국,US30303M1027,META PLATFORMS INC CL A,50191624,76985063,127176686,-26793439,2023-03
37,미국,US0758961009,BED BATH & BEYOND INC,49058066,37707912,86765979,11350154,2023-03
38,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,48336775,49345834,97682609,-1009058,2023-03
39,미국,US89689F3055,TROIKA MEDIA GROUP INC,47996130,43459577,91455707,4536553,2023-03
40,미국,US22266T1097,COUPANG INC,47786781,45561283,93348064,2225498,2023-03
41,미국,US78462F1030,SPDR SP 500 ETF TRUST,47744356,36410042,84154398,11334314,2023-03
42,미국,US25460G8649,DIREXION DAILY REGIONAL BANKS BULL 3X SHS ETF SPLR 007192847 US25459Y1322,46937770,34764771,81702541,12172999,2023-03
43,미국,US9576381092,WESTERN ALLIANCE BANCORP,43962781,42823235,86786016,1139546,2023-03
44,미국,US91332U1016,UNITY SOFTWARE INC,43955531,28267496,72223027,15688035,2023-03
45,미국,US4581401001,INTEL CORP,41214233,50603004,91817237,-9388771,2023-03
46,미국,US5494981039,LUCID GROUP INC,38744917,33261521,72006438,5483396,2023-03
47,미국,US25460G1958,DIREXION DAILY FTSE CHINA BULL 3X SHARES,37818877,33049952,70868829,4768925,2023-03
48,미국,US7561091049,REALTY INCOME CORP,37132978,11942420,49075398,25190558,2023-03
49,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,35957448,29518253,65475700,6439195,2023-03
50,미국,US46222L1089,IONQ INC,35870500,30765468,66635967,5105032,2023-03
1,미국,US88160R1014,TESLA INC,1034025583,789656130,1823681712,244369453,2023-04
2,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,785999011,665798917,1451797928,120200094,2023-04
3,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,502831320,456500805,959332125,46330515,2023-04
4,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,494929186,602409872,1097339057,-107480686,2023-04
5,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,438897011,472756101,911653112,-33859090,2023-04
6,미국,US25459W5408,DIREXION DAILY 20+ YEAR TREASURY BULL 3X SHS ETF,297700504,186798515,484499019,110901989,2023-04
7,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,194734167,190594015,385328182,4140152,2023-04
8,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,172826491,172980055,345806546,-153564,2023-04
9,미국,US67066G1040,NVIDIA CORP,167030757,358131227,525161983,-191100470,2023-04
10,미국,US5949181045,MICROSOFT CORP,150192844,191450280,341643124,-41257436,2023-04
11,미국,US25460G2865,DIREXION DAILY TSLA BULL 2X SHARES,123548490,89679170,213227660,33869320,2023-04
12,미국,US33616C1009,FIRST REPUBLIC BANK,105131382,114032809,219164191,-8901426,2023-04
13,미국,US4642874329,ISHARES 20+ YEAR TREASURY BOND ETF,97969034,62725730,160694764,35243304,2023-04
14,미국,US0378331005,APPLE INC,96511081,279188795,375699876,-182677714,2023-04
15,미국,US46222L1089,IONQ INC,80203590,89919732,170123322,-9716142,2023-04
16,미국,US0758961009,BED BATH & BEYOND INC,71819082,59159187,130978269,12659894,2023-04
17,미국,US0231351067,AMAZON.COM INC,70491810,94625274,165117084,-24133464,2023-04
18,미국,US02079K3059,ALPHABET INC CL A,70436308,160581235,231017543,-90144927,2023-04
19,미국,US0636798235,BMO MICROSECTORS US BIG BANKS INDEX 3X LEVERAGED ETN,60709735,89007037,149716772,-28297302,2023-04
20,미국,US46641Q3323,JP MORGAN EQUITY PREMIUM INCOME ETF,55056102,39215770,94271872,15840332,2023-04
21,미국,US0636795348,MicroSectors FANG+ Index 3X Leveraged ETN,54630510,58999188,113629698,-4368678,2023-04
22,미국,US74347Y8131,PROETF ULTRASHORT BLOOMBERG NATURAL GAS,53213889,59365654,112579542,-6151765,2023-04
23,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,49967156,59147082,109114238,-9179926,2023-04
24,미국,US0079031078,ADVANCED MICRO DEVICES INC,46450280,43010734,89461015,3439546,2023-04
25,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,46327436,49215361,95542797,-2887924,2023-04
26,미국,US19260Q1076,COINBASE GLOBAL INC,42566946,36554554,79121501,6012392,2023-04
27,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,40781771,33727688,74509459,7054083,2023-04
28,미국,US5951121038,MICRON TECHNOLOGY INC,35531385,28958725,64490110,6572659,2023-04
29,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,34869193,85933285,120802478,-51064092,2023-04
30,미국,US78462F1030,SPDR SP 500 ETF TRUST,33908498,59260405,93168902,-25351907,2023-04
31,미국,US06367V2043,BMO MICROSECTORS FANG INDEX 3X INVERSE LEVERAGED ETN,33599766,29532304,63132070,4067461,2023-04
32,미국,US0605051046,BANK OF AMERICA CORP,32919490,34087711,67007201,-1168221,2023-04
33,미국,US62526P1093,MULLEN AUTOMOTIVE INC,32654153,28932827,61586980,3721326,2023-04
34,미국,US4642872422,ISHARES IBOXX USD INVESTMENT GRADE CORPORATE BOND ETF,32302131,6538741,38840872,25763390,2023-04
35,미국,US72919P2020,PLUG POWER INC,30041205,18882594,48923799,11158612,2023-04
36,미국,US4581401001,INTEL CORP,29088415,38636554,67724969,-9548140,2023-04
37,미국,US4642872265,ISHARES CORE US AGGREGATE BOND ETF,28514523,8196027,36710550,20318496,2023-04
38,미국,IL0011552663,GAMIDA CELL LTD,27911553,17591873,45503426,10319680,2023-04
39,미국,US12468P1049,C3.AI INC,27745933,26181535,53927468,1564398,2023-04
40,미국,US5494981039,LUCID GROUP INC,27476724,23300517,50777242,4176207,2023-04
41,미국,US23248B1098,KINS TECHNOLOGY GROUP INC CXAPP APP INCW/I MRGR 945503670 US49714K1097,25968337,23111890,49080227,2856447,2023-04
42,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,25857970,25691876,51549846,166093,2023-04
43,미국,US8085247976,SCHWAB US DIVIDEND EQUITY ETF,25165014,23501876,48666890,1663139,2023-04
44,미국,US25460G1875,DIREXION DAILY CSI CHINA INTERNET IDX BULL 2X SHS ETF SPLR 009233425 US25460E5050,24613929,19516174,44130103,5097755,2023-04
45,미국,US25460G8649,DIREXION DAILY REGIONAL BANKS BULL 3X SHS ETF SPLR 007192847 US25459Y1322,24479497,21029913,45509410,3449584,2023-04
46,미국,US08975B1098,BIGBEAR.AI HOLDINGS INC,24414255,25359304,49773559,-945050,2023-04
47,미국,US46144X8671,AXS TSLA BEAR DAILY ETF,24259430,24634719,48894149,-375288,2023-04
48,미국,US74113T1051,VENTOUX CCM ACQUISITION COR PRESTO AUTOMATION INC MRGR 009597114 US92280L1017,24050628,24352506,48403134,-301878,2023-04
49,미국,USN070592100,ASML HOLDING NV ADR,23191936,35402950,58594886,-12211013,2023-04
50,미국,US8361001071,SOUNDHOUND AI INC CL A,22670073,26869947,49540020,-4199874,2023-04
